path,category,group,native_fs,dur_used_s,Kur_hs,EnergyRatioLow,EnergyRatioHigh,EnergyRatioMidd,Std_enve,Kur_corr,MaxCorrCoef,SampEn,SampEn_axcor,DegPeriodicity,ok,error
C:\Projects\Heart Sound AI Classifier\random noise\random noise 1.wav,random_noise,random_noise:random noise 1,48000,10.0,16.832980075129115,0.34052183597405383,0.5755145790771768,0.08284079115022551,0.0014210082618730043,47.3102128629759,0.22310118724142525,0.6021754023542187,0.32989061765470845,3.9643475609051126,True,
C:\Projects\Heart Sound AI Classifier\random noise\random noise 2.wav,random_noise,random_noise:random noise 2,48000,10.0,6.560617997511437,0.4860724242319328,0.46688270564925793,0.04680032844341581,0.0009550394413981873,12.280299283179264,0.39540359853902546,1.0864170155742914,0.3700377554969313,3.255590664854357,True,
C:\Projects\Heart Sound AI Classifier\random noise\random noise 3.wav,random_noise,random_noise:random noise 3,48000,10.0,10.730337313575678,0.2541094384709033,0.6875121210762455,0.05781875036963388,0.001159737951220157,55.44980417195137,0.15987967913010276,1.1174323479948796,0.6378507479399003,3.097851254554669,True,
"C:\Projects\Heart Sound AI Classifier\random noise\lung sounds\Audio Files\BP100_N,N,P R M,70,F.wav",lung_sounds,"lung_sounds:BP100_N,N,P R M,70,F",4000,10.0,3.6507706593870854,0.1941755390949089,0.00014849953305037558,0.00014183163581172754,0.0005464665618646131,37.17027653035933,0.2638550006446787,1.733051868401277,1.0872661122808083,3.449315367906277,True,
"C:\Projects\Heart Sound AI Classifier\random noise\lung sounds\Audio Files\BP101_Asthma,E W,P L M,12,F.wav",lung_sounds,"lung_sounds:BP101_Asthma,E W,P L M,12,F",4000,10.0,3.6507706593870854,0.1941755390949089,0.00014849953305037558,0.00014183163581172754,0.0005464665618646131,37.17027653035933,0.2638550006446787,1.733051868401277,1.0872661122808083,3.449315367906277,True,
"C:\Projects\Heart Sound AI Classifier\random noise\lung sounds\Audio Files\BP102_N,N,P L L,41,M.wav",lung_sounds,"lung_sounds:BP102_N,N,P L L,41,M",4000,10.0,18.46674299056896,0.31718975162752555,3.7323218636465474e-05,4.7398347839138815e-05,0.0008954273817275359,18.2251181193573,0.3412466345892199,0.8671048621461446,0.30928792413125966,3.6819862418194274,True,
"C:\Projects\Heart Sound AI Classifier\random noise\lung sounds\Audio Files\BP103_N,N,P R U,81,F.wav",lung_sounds,"lung_sounds:BP103_N,N,P R U,81,F",4000,10.0,7.133605971976281,0.32033180185789595,1.9437624809438e-05,1.6699309296563707e-05,0.0006638319263682693,32.46589983845265,0.2839464666775722,1.5556647655667672,0.825401458515635,2.8399187312966223,True,
"C:\Projects\Heart Sound AI Classifier\random noise\lung sounds\Audio Files\BP104_Asthma,E W,P L U,45,F.wav",lung_sounds,"lung_sounds:BP104_Asthma,E W,P L U,45,F",4000,10.0,6.424323996132363,0.24250082326342914,1.7776134963478582e-05,2.056046939678722e-05,0.0007007195206084479,42.590865161894875,0.22804337671193103,1.4889959044273626,0.875402492446453,2.507501049905509,True,
"C:\Projects\Heart Sound AI Classifier\random noise\lung sounds\Audio Files\BP105_Lung Fibrosis,Crep,A U R,44,M.wav",lung_sounds,"lung_sounds:BP105_Lung Fibrosis,Crep,A U R,44,M",4000,10.0,5.044101109036918,0.2590745706371054,6.507172037093868e-05,8.577980221404407e-05,0.0006339334940676419,31.047807180147235,0.3085631205872416,1.5209102349265065,0.8927340458272089,4.503675604889954,True,
"C:\Projects\Heart Sound AI Classifier\random noise\lung sounds\Audio Files\BP106_Asthma,E W,P L U,45,F.wav",lung_sounds,"lung_sounds:BP106_Asthma,E W,P L U,45,F",4000,10.0,12.941510907862387,0.2584622900969048,0.00034194214194934884,0.00013910443791014445,0.0008038170981562506,30.684216025368805,0.2003276143305565,1.218192518421274,0.4621032539086419,1.9098462361211392,True,
